"metro,location_tier,sqft,bedrooms,bathrooms,house_age,garage_spaces,lot_size,price"
"Chicago,2,1592,3,2,63,1,3780,502500"
"Columbus,3,1356,2,2,17,1,3473,232000"
"Chicago,2,1189,1,1,60,2,2581,286100"
"Austin,2,2175,3,2,40,1,4172,777100"
"Chicago,2,2794,4,2,44,1,5825,720000"
"Austin,2,1638,3,2,67,2,4157,526700"
"Seattle,2,1760,3,2,12,1,3995,782100"
"Austin,2,2597,4,3,32,2,7374,989100"
"New York,1,723,1,1,23,1,2145,614800"
"Phoenix,3,3178,4,2,44,3,12678,585200"
"Boston,1,3489,5,3,12,1,10197,1688800"
"New York,1,500,1,1,9,2,1628,494800"
"Boston,1,1837,4,3,55,1,2709,914100"
"Columbus,3,1433,1,1,4,3,4771,282400"
"Seattle,2,1728,2,1,33,3,4536,637700"
"Chicago,2,1628,3,2,78,2,5904,460100"
"Columbus,3,2428,4,3,79,0,9514,400700"
"San Francisco,1,1827,4,2,14,1,3371,1740900"
"Phoenix,3,1308,2,1,74,2,4971,219000"
"Boston,1,1788,3,1,26,2,5508,880600"
"New York,1,2235,4,2,15,2,7307,1521000"
"Chicago,2,1131,3,2,40,2,2853,338900"
"Columbus,3,830,2,1,39,1,1821,137400"
"Boston,1,3195,5,3,29,1,10991,1315100"
"Denver,2,1482,2,1,34,1,1870,479900"
"Boston,1,1811,3,2,7,2,4914,885600"
"Denver,2,1641,3,2,21,1,2308,492400"
"Chicago,2,2256,3,3,15,0,4316,718800"
"Denver,2,3052,5,3,74,2,9860,1161600"
"Chicago,2,2277,4,3,39,0,7544,612000"
"New York,1,913,1,1,43,1,3368,538200"
"Chicago,2,1000,1,1,35,1,3203,313700"
"Chicago,2,1641,3,2,70,1,5070,317700"
"Chicago,2,1726,1,1,63,0,6639,352300"
"San Francisco,1,781,1,1,55,2,2112,681600"
"Austin,2,2433,3,1,24,2,7374,685500"
"Seattle,2,1194,2,2,24,2,4335,566800"
"San Francisco,1,2871,6,4,75,3,9584,1815300"
"New York,1,3083,5,3,74,1,10346,1972200"
"Austin,2,1739,4,2,22,1,4700,725000"
"Phoenix,3,2185,4,3,26,0,5851,430100"
"New York,1,1099,2,1,26,2,3315,822100"
"Phoenix,3,2305,5,3,62,1,7287,420300"
"Denver,2,1576,2,1,75,3,4301,426200"
"Phoenix,3,1193,1,1,71,1,2051,193900"
"Austin,2,1712,3,1,67,2,3245,594700"
"Austin,2,1597,2,1,27,1,4121,462600"
"Denver,2,1689,3,1,25,2,2992,531800"
"Indianapolis,3,2517,4,2,71,1,6005,350700"
"Austin,2,1390,2,1,31,1,2241,537000"
"Austin,2,3028,6,4,17,2,4873,1095300"
"Denver,2,1039,1,1,67,1,3700,314500"
"Chicago,2,2950,5,3,38,2,8019,727900"
"San Francisco,1,1239,2,1,6,2,4194,1219500"
"Austin,2,1899,2,1,71,2,2340,510700"
"Austin,2,1581,2,1,23,1,3162,495400"
"Indianapolis,3,1677,2,1,24,0,2095,286100"
"Austin,2,2421,4,3,42,0,2928,811300"
"Austin,2,2875,4,3,21,2,3708,998100"
"Indianapolis,3,2674,4,3,66,1,7114,395100"
"Austin,2,1637,1,1,55,3,2381,520700"
"New York,1,2020,5,3,45,3,6940,1183000"
"New York,1,1392,2,1,16,0,3682,1008400"
"San Francisco,1,1255,2,2,39,2,2368,1032500"
"San Francisco,1,1155,1,1,21,1,4098,874900"
"Austin,2,1616,2,1,76,1,4245,428000"
"Phoenix,3,2062,5,3,63,1,4500,412100"
"Chicago,2,657,1,1,9,2,1833,221800"
"San Francisco,1,1870,3,2,42,2,5766,1456000"
"Denver,2,2885,4,2,62,0,7976,798000"
"New York,1,2629,4,3,41,1,10021,1735400"
"Indianapolis,3,1520,2,1,10,1,3331,267500"
"New York,1,992,1,1,11,1,2329,812900"
"Chicago,2,2199,3,1,58,0,7927,499000"
"Seattle,2,500,1,1,41,2,1492,312000"
"Chicago,2,2622,4,3,43,3,10240,705800"
"Seattle,2,1761,3,1,21,1,6019,937700"
"Phoenix,3,3090,4,3,21,2,8146,586000"
"New York,1,777,2,2,32,2,2313,519800"
"Columbus,3,2497,3,2,43,1,5836,431200"
"Austin,2,1835,3,1,37,2,2858,647200"
"Phoenix,3,1685,2,1,70,1,3943,349700"
"Columbus,3,1010,1,1,15,1,2008,214500"
"Indianapolis,3,2287,4,2,37,1,7087,443700"
"New York,1,2339,5,3,18,2,7190,1611700"
"Boston,1,3060,5,3,0,1,11703,1703700"
"Boston,1,2555,5,3,33,1,3634,1119500"
"Boston,1,1514,4,3,4,1,3799,890900"
"Denver,2,1247,2,2,29,1,2888,472100"
"Indianapolis,3,1010,3,2,50,1,2704,197600"
"Indianapolis,3,2858,5,4,30,1,4386,461700"
"Austin,2,1394,2,2,54,2,3591,297900"
"Chicago,2,2862,5,3,23,1,8699,771100"
"Columbus,3,2241,2,1,32,1,4658,327200"
"Indianapolis,3,2114,3,3,70,2,6387,291900"
"New York,1,1701,2,1,19,2,3307,1130700"
"Austin,2,2329,2,2,40,0,5203,826300"
"Phoenix,3,1890,3,2,57,1,7069,393800"
"Boston,1,1660,2,2,28,1,2108,750700"
"Austin,2,2352,4,1,24,1,4619,642500"
"Indianapolis,3,1806,3,2,55,2,6899,333200"
"Indianapolis,3,1381,2,1,5,0,2226,215700"
"Columbus,3,2290,3,2,21,1,5296,380600"
"Phoenix,3,1858,3,2,32,1,4592,494400"
"Boston,1,2218,3,1,17,1,6715,984800"
"Seattle,2,1605,3,2,43,0,4675,658500"
"Denver,2,1114,1,1,49,2,3292,377700"
"Denver,2,3028,5,4,77,1,11607,734400"
"Austin,2,2905,5,3,48,1,6681,747300"
"Chicago,2,2474,4,2,47,2,6362,606800"
"Seattle,2,1648,2,1,58,0,6426,622700"
"Phoenix,3,1705,2,2,16,1,2658,376700"
"Seattle,2,2799,4,3,37,1,10790,1033700"
"Seattle,2,1670,2,1,66,0,6438,686300"
"New York,1,1489,1,1,14,1,5762,785800"
"New York,1,3117,5,3,23,0,4325,1988900"
"Columbus,3,1869,3,2,17,2,5265,364100"
"Austin,2,3049,4,3,76,2,10814,1008100"
"New York,1,991,1,1,28,0,2060,687900"
"Phoenix,3,2237,3,2,26,0,6383,420600"
"Denver,2,3246,6,3,65,2,6226,925000"
"San Francisco,1,1919,3,2,72,1,2999,1603100"
"Boston,1,1728,2,1,0,1,6197,827900"
"New York,1,1141,1,1,70,2,4504,841700"
"Chicago,2,2604,3,2,56,0,3633,697800"
"Boston,1,1399,3,2,69,3,2154,528400"
"San Francisco,1,1838,3,2,6,0,5235,1479400"
"San Francisco,1,1098,2,1,3,2,1583,867700"
"Denver,2,2912,5,3,26,1,8641,752700"
"San Francisco,1,2651,5,3,67,1,8522,2189600"
"Columbus,3,1879,2,1,39,1,4436,319100"
"New York,1,1150,2,2,57,3,3815,855300"
"Denver,2,2898,5,3,19,1,4400,778600"
"Austin,2,1662,2,1,26,0,3396,573500"
"Austin,2,1182,2,1,70,3,4091,344700"
"San Francisco,1,755,1,1,39,0,1093,628900"
"Phoenix,3,1480,3,2,62,0,2957,266000"
"Columbus,3,954,2,1,51,0,2804,190100"
"San Francisco,1,1495,2,1,14,2,2830,1176600"
"New York,1,2384,3,1,75,1,6071,1497100"
"Columbus,3,1656,1,1,75,1,5869,248900"
"Denver,2,2131,3,2,62,3,4166,634400"
"New York,1,1430,2,1,37,2,3461,997400"
"New York,1,1942,2,1,34,1,2430,1292300"
"Chicago,2,3149,5,3,23,1,10025,752200"
"Chicago,2,1673,3,2,51,1,3671,466800"
"Denver,2,2150,3,2,24,1,7758,774000"
"Indianapolis,3,882,0,1,14,1,1277,179900"
"Austin,2,2888,5,3,4,2,9791,990200"
"Boston,1,1590,2,2,33,2,5531,823900"
"Austin,2,2583,3,1,65,1,8712,765700"
"Seattle,2,1820,2,1,63,0,5926,692300"
"New York,1,2298,3,2,67,1,4288,1224800"
"San Francisco,1,2336,4,2,48,2,5529,2078400"
"Seattle,2,1606,2,2,69,2,3663,794200"
"Chicago,2,2610,4,3,62,2,4894,600100"
"San Francisco,1,1407,1,1,64,3,3625,1170900"
"Austin,2,2406,4,2,40,2,7586,960500"
"Chicago,2,1646,3,2,6,3,4182,459100"
"Denver,2,2127,5,3,30,2,8356,544000"
"Phoenix,3,1600,2,1,67,1,5095,357800"
"Phoenix,3,1932,3,2,59,2,4713,383300"
"Chicago,2,1201,4,3,1,1,2800,403300"
"San Francisco,1,2061,3,2,7,0,5841,1661500"
"Austin,2,1929,3,1,52,1,4647,593100"
"Denver,2,15490,2,1,78,1,2821,578100"
"Boston,1,1864,4,3,58,2,4956,845300"
"San Francisco,1,1987,2,1,75,1,6127,1487500"
"New York,1,1499,3,1,5,0,3303,1237100"
"Austin,2,1816,2,2,70,3,3620,674700"
"Seattle,2,1246,2,1,10,1,2254,658800"
"New York,1,3425,4,3,70,1,7589,2005000"
"Phoenix,3,2588,5,2,77,1,4876,458700"
"Indianapolis,3,2078,3,2,40,0,6934,228400"
"New York,1,2662,3,2,42,3,7955,1735800"
"Indianapolis,3,613,2,1,39,1,1228,128200"
"San Francisco,1,500,1,1,44,3,1989,552700"
"Indianapolis,3,1640,3,1,65,1,4933,280800"
"Indianapolis,3,1004,2,2,22,2,1605,217200"
"San Francisco,1,1746,3,2,22,0,6150,1598700"
"Phoenix,3,2034,2,2,77,1,6733,374100"
"Indianapolis,3,2498,4,3,67,1,6495,400600"
"Columbus,3,1160,2,1,43,1,2150,204500"
"Indianapolis,3,2160,3,2,16,3,7496,411300"
"Denver,2,1909,3,2,76,2,2956,602400"
"San Francisco,1,2126,2,2,70,1,5040,1616200"
"Columbus,3,1562,3,2,26,2,5449,249400"
"Denver,2,2799,3,3,43,0,9640,957000"
"Denver,2,1833,3,1,33,3,5432,631700"
"Seattle,2,3053,5,2,67,1,3730,1239600"
"Denver,2,1386,3,2,54,1,2956,461600"
"New York,1,2383,3,1,39,1,8552,1648600"
"Chicago,2,1861,4,3,77,1,5992,561200"
"San Francisco,1,1687,3,2,48,3,5853,1289300"
"Chicago,2,2311,3,2,38,1,3181,618000"
"Columbus,3,1706,2,2,74,0,6541,236500"
"Austin,2,500,1,1,35,2,921,256000"
"Austin,2,500,1,1,33,1,1065,239600"
"Boston,1,2727,4,3,31,0,9691,1193700"
"Indianapolis,3,2700,5,2,17,2,6311,420100"
"Chicago,2,3127,4,3,22,0,9383,762000"
"Seattle,2,1889,2,1,7,2,5188,796100"
"New York,1,1060,2,1,58,1,3843,756000"
"New York,1,1627,2,1,47,1,2664,1082200"
"Austin,2,1907,3,2,74,1,2811,449700"
"Indianapolis,3,1245,3,2,48,1,3698,219100"
"Chicago,2,2972,5,4,6,1,10595,814600"
"New York,1,3356,5,4,49,1,12701,2097900"
"Columbus,3,2211,4,2,14,2,5129,343400"
"Seattle,2,1893,2,1,2,1,6167,834600"
"Columbus,3,1058,2,2,53,2,2427,188400"
"Boston,1,2905,5,2,2,0,6080,1581800"
"Denver,2,1950,4,3,32,3,2472,513400"
"Indianapolis,3,1712,3,2,71,1,3253,207200"
"Boston,1,2213,3,1,20,2,3710,914600"
"Chicago,2,1519,3,2,55,1,2965,417800"
"Indianapolis,3,1995,3,2,30,0,4007,338300"
"New York,1,962,2,1,9,1,3468,816600"
"San Francisco,1,2607,4,3,15,3,4613,1792800"
"Chicago,2,1832,3,1,5,2,6401,520500"
"Seattle,2,2653,4,3,12,2,9567,1052800"
"San Francisco,1,1769,4,2,12,1,4420,1556400"
"Austin,2,1811,4,3,70,1,5847,578100"
"Phoenix,3,1112,2,1,64,1,2326,182600"
"Boston,1,2394,5,3,28,2,2992,1230800"
"Seattle,2,1331,1,1,57,1,4242,621100"
"Columbus,3,1584,1,1,16,2,4590,285300"
"Austin,2,1901,3,2,51,2,4737,649900"
"Columbus,3,1979,3,2,16,1,7355,299500"
"Austin,2,791,1,1,51,2,2560,228600"
"Indianapolis,3,1750,2,1,28,1,4185,207000"
"Chicago,2,2417,5,3,68,1,3262,595100"
"New York,1,1654,4,2,66,1,6042,1066900"
"Columbus,3,1754,4,2,26,1,6941,356300"
"Austin,2,2006,4,2,3,1,5971,727000"
"New York,1,1818,3,2,25,2,6092,1439100"
"New York,1,1230,1,1,22,2,3219,982800"
"Chicago,2,1876,3,2,34,1,3494,486200"
"San Francisco,1,2546,5,2,45,3,9557,1763300"
"Boston,1,1217,2,2,79,2,3806,439600"
"New York,1,1657,2,1,5,0,4534,1356100"
"Austin,2,1002,2,1,44,1,3116,329200"
"Seattle,2,2512,5,4,13,3,6615,929800"
"Austin,2,1840,2,1,43,1,2509,594600"
"Boston,1,1347,2,2,50,1,4107,542200"
"San Francisco,1,1960,3,2,64,3,2381,1491000"
"Denver,2,1118,2,1,44,2,2031,360700"
"Seattle,2,1228,3,2,14,2,2010,674300"
"Chicago,2,951,1,1,73,2,2047,268500"
"San Francisco,1,1207,3,2,32,1,4518,1180100"
"San Francisco,1,2782,4,2,38,2,3959,2129300"
"Boston,1,1423,4,3,51,2,3132,656800"
"Austin,2,2203,4,2,21,1,7329,682600"
"Seattle,2,1356,2,1,79,0,4904,483000"
"Phoenix,3,2394,4,2,3,1,7807,653700"
"Seattle,2,1233,2,1,12,2,4812,589500"
"Denver,2,1925,2,1,79,2,6061,558000"
"Denver,2,1934,3,2,36,2,6354,749500"
"San Francisco,1,3413,5,3,71,1,8129,2556900"
"Austin,2,2310,2,1,72,2,4726,630100"
"Seattle,2,1515,2,2,79,0,3777,625500"
"Austin,2,2345,2,1,58,3,7856,716100"
"San Francisco,1,3290,5,3,54,1,9938,2545900"
"Phoenix,3,841,1,1,49,2,2827,212500"
"Indianapolis,3,1352,2,2,54,1,3998,198000"
"San Francisco,1,1746,2,1,20,0,5679,1408700"
"Denver,2,1629,2,1,65,0,2665,539000"
"Phoenix,3,1684,2,1,14,2,3547,344000"
"Boston,1,1052,2,2,38,1,2915,647200"
"Phoenix,3,2813,4,2,29,2,3506,506700"
"Chicago,2,975,1,1,60,1,3661,323400"
"Indianapolis,3,1770,3,2,20,1,3311,257000"
"Indianapolis,3,2580,4,3,16,1,3735,370500"
"San Francisco,1,1880,3,2,64,0,5753,1657500"
"Austin,2,1263,4,3,38,1,2201,580000"
"Denver,2,1023,1,1,57,1,2837,352800"
"New York,1,1751,2,1,70,1,3322,935800"
"Seattle,2,1408,2,1,66,2,2344,563100"
"Indianapolis,3,2033,2,1,31,1,6623,303000"
"San Francisco,1,989,2,1,13,1,2262,789700"
"Austin,2,2428,3,2,76,2,6819,819400"
"Columbus,3,1975,3,2,24,0,3565,301000"
"Seattle,2,2023,3,2,61,1,5557,683100"
"Austin,2,2837,4,3,61,0,6750,713400"
"Indianapolis,3,1615,1,1,35,0,2170,270400"
"Austin,2,1428,2,1,13,0,4619,494000"
"New York,1,1544,3,2,37,1,4241,1012100"
"San Francisco,1,1775,3,2,11,0,6739,1285900"
"Indianapolis,3,1841,4,3,28,2,6374,374700"
"Boston,1,1360,3,2,30,2,3807,602300"
"Austin,2,585,1,1,41,0,773,196900"
"San Francisco,1,1535,4,2,14,1,5074,1267000"
"Austin,2,2134,3,2,67,0,5841,662600"
"Indianapolis,3,1989,3,2,6,0,7037,357300"
"Austin,2,2680,4,3,78,3,7551,789100"
"Indianapolis,3,3171,6,3,25,1,3823,537000"
"Boston,1,2394,4,3,39,0,8335,1048300"
"Austin,2,2799,4,2,70,2,9623,783000"
"Columbus,3,2398,4,2,52,3,3545,331200"
"Austin,2,3011,4,2,4,1,9378,932700"
"Boston,1,3103,5,4,48,2,8295,1244200"
"Columbus,3,2518,4,3,45,2,7181,460200"
"Seattle,2,2359,3,1,74,2,8705,808500"
"Denver,2,1767,3,2,45,1,3355,542000"
"Indianapolis,3,1873,2,1,79,2,2317,202400"
"New York,1,1680,3,2,42,1,2997,967800"
"Boston,1,2304,3,2,15,1,8668,1285000"
"San Francisco,1,1432,4,3,40,0,2566,1393600"
"Seattle,2,1776,3,3,73,1,5485,833600"
"New York,1,500,1,1,1,0,1706,398500"
"Chicago,2,3020,4,3,31,0,10501,665600"
"New York,1,1757,4,3,3,1,2160,1580400"
"Chicago,2,2196,3,2,67,3,2693,525100"
"Boston,1,2848,4,2,40,0,11304,1100800"
"Seattle,2,2095,3,2,57,1,5608,947700"
"Seattle,2,2839,5,3,77,2,3913,1095500"
"Chicago,2,1093,2,1,66,1,1394,294700"
"Austin,2,3458,5,3,32,2,12000,846600"
"Seattle,2,2607,4,2,74,1,9734,983400"
"Columbus,3,2036,3,2,37,2,5433,389700"
"Denver,2,2826,5,3,78,1,6332,747800"
"New York,1,1140,2,2,78,1,3610,856300"
"Columbus,3,1712,3,2,17,2,2162,266100"
"Seattle,2,2839,4,2,62,0,10552,1098400"
"San Francisco,1,686,1,1,55,1,1315,672300"
"Austin,2,2264,3,2,61,1,3927,606500"
"New York,1,2246,4,2,13,2,4650,1597000"
"New York,1,3180,4,3,40,1,4383,2148200"
"Phoenix,3,871,1,1,12,2,1995,242600"
"New York,1,2946,5,4,71,2,9431,1859400"
"Phoenix,3,1536,3,2,69,0,3986,264100"
"Indianapolis,3,1609,2,1,46,3,4940,258400"
"Denver,2,1106,2,2,10,2,1989,428100"
"Chicago,2,1193,2,1,52,1,2761,266500"
"Chicago,2,2162,3,2,35,1,5739,651400"
"Indianapolis,3,1177,2,1,63,1,3299,153700"
"Seattle,2,2381,3,3,7,3,4100,865600"
"New York,1,1469,1,1,32,1,5085,932400"
"Austin,2,1112,1,1,28,1,1615,359200"
"Denver,2,1557,2,1,76,3,2297,434500"
"New York,1,2119,2,2,23,2,4024,1209200"
"Denver,2,1720,3,2,79,0,5215,521700"
"San Francisco,1,1922,3,2,73,2,2721,1643600"
"Indianapolis,3,2353,3,2,46,2,2874,330900"
"Boston,1,2604,4,2,13,1,6568,1029000"
"San Francisco,1,1698,3,2,17,1,3686,1234000"
"San Francisco,1,1221,2,2,1,2,2001,1124200"
"Boston,1,1949,2,1,61,1,5918,662400"
"Boston,1,2206,2,1,58,3,6609,853500"
"San Francisco,1,951,1,1,25,1,1466,644900"
"Boston,1,1321,2,1,58,2,2435,625900"
"New York,1,1433,1,1,46,2,3184,1197500"
"Seattle,2,1765,2,2,65,0,7011,599200"
"Seattle,2,1405,2,1,6,0,4710,712200"
"Seattle,2,2360,3,2,15,3,5060,945000"
"Seattle,2,857,1,1,64,2,3345,317600"
"San Francisco,1,873,2,1,29,1,2160,911100"
"San Francisco,1,1683,2,2,76,0,3812,1524600"
"New York,1,1786,4,3,70,1,6865,1261300"
"Phoenix,3,954,1,1,7,0,3111,258100"
"Indianapolis,3,1506,3,2,32,1,4117,254300"
"Indianapolis,3,1639,2,2,58,1,4724,235000"
"Austin,2,1644,1,1,10,1,6451,625500"
"Denver,2,1999,2,1,68,2,3255,606400"
"Boston,1,1470,2,1,7,3,3193,938300"
"Phoenix,3,2861,5,2,8,3,6806,570000"
"Phoenix,3,2217,2,2,43,2,8773,464400"
"Columbus,3,1375,2,1,19,1,1974,248600"
"Columbus,3,1961,2,1,51,1,2966,328800"
"Austin,2,1981,3,2,31,1,4792,875500"
"Phoenix,3,2690,4,3,21,1,4503,613300"
"Phoenix,3,1510,3,2,66,2,4707,344800"
"Boston,1,2399,4,3,12,2,5302,1317800"
"Indianapolis,3,1927,3,1,39,2,6878,344400"
"San Francisco,1,2870,5,3,13,1,9460,2935000"
"Indianapolis,3,2739,4,1,10,1,6898,324400"
"Phoenix,3,2028,5,3,16,2,7232,517800"
"San Francisco,1,1730,2,2,20,1,2564,946900"
"Chicago,2,2229,3,2,32,0,6302,653600"
"San Francisco,1,1783,3,2,37,2,5161,1524000"
"Phoenix,3,2992,5,3,11,2,5651,579800"
"Phoenix,3,1951,3,2,3,0,2612,285100"
"Denver,2,1636,3,1,7,1,4415,564500"
"Columbus,3,1601,1,1,50,2,4224,266000"
"San Francisco,1,1112,3,1,77,3,3369,869500"
"Boston,1,2262,3,3,2,1,4063,1035100"
"Seattle,2,1367,3,1,2,2,2328,587600"
"San Francisco,1,2614,3,2,62,1,10294,1941700"
"Austin,2,1060,2,1,57,2,1609,332100"
"Boston,1,1983,3,2,58,1,7929,1022200"
"Seattle,2,2648,4,2,13,2,8516,1127200"
"Austin,2,501,1,1,69,2,1484,154500"
"Columbus,3,3212,5,3,49,1,6910,506700"
"Boston,1,1624,2,1,12,0,5895,856700"
"Columbus,3,1992,3,2,9,2,7466,455500"
"Austin,2,2271,3,2,48,0,7316,820000"
"Seattle,2,2372,4,3,62,2,7561,871200"
"Austin,2,2078,4,2,62,1,5363,789300"
"Seattle,2,2548,4,3,47,0,3613,835600"
"Boston,1,2237,3,2,41,2,8942,1082900"
"Austin,2,3045,5,3,55,1,3787,1033100"
"New York,1,2240,5,3,10,2,5795,1876100"
"Seattle,2,3177,6,5,29,1,7078,1633900"
"Denver,2,2486,2,1,7,0,8386,894400"
"Seattle,2,726,1,1,67,0,2367,292400"
"Phoenix,3,3597,6,3,48,1,10642,743100"
"Boston,1,1527,2,1,62,2,2152,704400"
"Indianapolis,3,2872,4,2,39,1,5351,362300"
"Phoenix,3,1917,3,3,74,0,2806,344900"
"Indianapolis,3,2590,4,3,74,3,10208,462400"
"Phoenix,3,1452,1,1,49,0,2262,290900"
"New York,1,2307,4,2,66,1,9016,1869500"
"Austin,2,1735,3,1,52,2,2630,493000"
"New York,1,2926,4,2,57,2,10575,1804700"
"Phoenix,3,2185,4,3,19,1,6138,505500"
"Denver,2,2508,3,2,78,3,8850,806100"
"Boston,1,500,1,1,14,1,1488,345500"
"Indianapolis,3,1844,2,1,55,0,6182,277900"
"New York,1,2167,5,3,48,0,7035,1596900"
"Denver,2,2045,3,2,7,3,3944,578500"
"Chicago,2,2525,2,1,61,1,9641,674200"
"San Francisco,1,1662,2,1,6,2,4990,1559500"
"Denver,2,1932,3,2,40,0,3412,607800"
"Phoenix,3,2668,5,3,65,0,5488,387900"
"San Francisco,1,500,2,1,10,2,1346,556700"
"Austin,2,2283,4,3,28,3,8377,877600"
"Boston,1,1683,3,2,40,0,5774,732700"
"Chicago,2,1307,1,1,73,1,2674,343300"
"New York,1,2119,4,2,30,2,6628,1589700"
"Indianapolis,3,2698,4,2,9,1,3250,402300"
"Columbus,3,2575,4,3,10,1,5488,447900"
"New York,1,1812,2,2,15,1,6434,1307800"
"Seattle,2,2469,3,2,69,3,4008,952900"
"Denver,2,2464,3,2,61,1,5395,599300"
"Chicago,2,1843,3,1,33,1,2217,455100"
"Austin,2,1449,3,2,67,1,1833,472800"
"New York,1,1487,2,2,73,0,2392,1075500"
"San Francisco,1,2445,3,2,69,1,3631,1897600"
"Indianapolis,3,1873,2,1,0,1,4816,360700"
"Austin,2,1220,2,2,7,2,4538,429400"
"Columbus,3,805,1,1,58,1,1157,131900"
"Austin,2,2441,3,3,30,0,8874,1040800"
"Indianapolis,3,1545,2,1,12,2,4744,245000"
"San Francisco,1,2115,4,2,51,1,3538,1447000"
"New York,1,2706,5,3,28,1,5442,1737700"
"Indianapolis,3,1049,1,1,73,0,1829,163000"
"Indianapolis,3,1871,3,2,46,1,6380,263900"
"Boston,1,1789,3,2,19,2,5779,982000"
"Seattle,2,2147,3,2,74,2,4406,869800"
"Austin,2,2705,4,2,48,2,3658,657300"
"Seattle,2,1036,2,1,23,1,1733,487200"
"New York,1,2270,3,2,11,3,6727,1482300"
"Columbus,3,2570,4,2,44,1,3734,427900"
"Boston,1,1779,3,2,59,1,4807,997900"
"Chicago,2,1811,3,2,66,1,5281,444700"
"San Francisco,1,2172,3,2,10,0,6789,1656700"
"San Francisco,1,2124,3,1,34,1,3294,2079100"
"Chicago,2,2279,4,3,79,1,5668,515600"
"Seattle,2,2265,5,3,52,2,5657,799400"
"Chicago,2,1262,3,2,7,2,4466,505200"
"San Francisco,1,2544,3,2,73,2,6392,1844600"
"Indianapolis,3,2658,4,2,54,1,6217,377100"
"Phoenix,3,2021,3,2,36,1,3124,513400"
"Columbus,3,929,2,1,62,2,2921,141600"
"New York,1,1825,2,1,51,1,5357,1149800"
"Seattle,2,2026,2,1,20,1,6498,729300"
"Seattle,2,1156,2,1,63,0,3511,483600"
"Denver,2,1666,3,2,20,1,6082,541500"
"Boston,1,984,2,1,18,1,3598,478200"
"San Francisco,1,2295,4,2,47,2,4731,1903400"
"Seattle,2,2008,3,1,1,2,3435,880400"
"Boston,1,830,2,1,50,3,3149,395000"
"Seattle,2,2128,4,2,44,1,6802,763900"
"New York,1,1863,3,2,57,1,7301,1272100"
"Boston,1,2236,3,3,12,2,5795,894900"
"Chicago,2,1646,4,2,46,1,6410,484700"
"Seattle,2,1379,2,1,35,1,2129,678300"
"Seattle,2,1399,2,1,13,2,3991,706100"
"Denver,2,1550,2,1,36,1,4016,456200"
"Phoenix,3,1912,3,2,73,1,2309,356000"
"Seattle,2,1996,3,2,65,1,3473,659500"
"Denver,2,1776,3,2,13,1,2894,603600"
"Indianapolis,3,1625,2,1,67,1,2227,201300"
"Austin,2,1672,2,1,45,1,6445,496600"
"Columbus,3,3530,5,3,3,0,13778,647800"
"Phoenix,3,1399,2,1,73,2,5172,210100"
"San Francisco,1,1537,3,2,42,2,6100,1088400"
"Austin,2,4041,6,4,73,3,14248,1134200"
"Chicago,2,2174,2,1,7,2,8283,580200"
"Indianapolis,3,1003,2,1,13,0,1759,215300"
"Austin,2,2448,4,3,72,0,4698,822500"
"San Francisco,1,1308,1,1,19,1,4727,1100300"
"Denver,2,2491,4,3,43,1,6333,774800"
"New York,1,1763,2,1,48,2,5655,1166800"
"Phoenix,3,1614,3,3,75,1,4476,374500"
"Austin,2,2946,4,2,26,3,6056,764400"
"Chicago,2,2268,2,2,60,1,4530,599800"
"Columbus,3,2532,4,2,58,1,8343,375700"
"Chicago,2,2183,3,3,56,2,5872,610800"
"Denver,2,1611,2,1,41,1,3554,527800"
"Phoenix,3,2297,3,2,5,2,6725,550800"
"Columbus,3,2686,4,3,21,2,6381,548200"
"Columbus,3,1988,3,2,44,2,5030,280500"
"San Francisco,1,3071,3,2,32,2,9514,2608200"
"Denver,2,2453,5,3,14,1,6089,801700"
"New York,1,2038,3,1,55,1,7866,1253400"
"Columbus,3,2063,3,2,36,2,5278,439400"
"Chicago,2,1989,2,1,62,1,7743,540700"
"Austin,2,1087,2,2,43,2,3884,404100"
"New York,1,1841,2,1,29,1,6802,1390900"
"Seattle,2,2044,3,2,8,1,6821,906200"
"Chicago,2,1630,2,2,8,1,4715,463600"
"New York,1,2119,3,1,40,3,5703,1309100"
"San Francisco,1,1914,2,1,28,1,5253,1535200"
"Columbus,3,2403,3,2,57,1,4239,333500"
"Phoenix,3,2331,4,3,50,0,4197,459100"
"New York,1,2009,3,2,22,1,2603,1489100"
"Boston,1,1011,1,1,60,1,3324,486000"
"Indianapolis,3,3064,5,3,45,2,4748,530900"
"Chicago,2,1808,3,1,70,0,5117,435800"
"Denver,2,1847,2,1,76,1,2930,582200"
"Boston,1,1677,3,1,76,0,2325,788000"
"Boston,1,1583,2,1,10,0,4265,934500"
"San Francisco,1,2904,4,2,42,2,10584,2749700"
"Chicago,2,2801,4,2,2,3,6153,610200"
"San Francisco,1,2189,3,2,70,2,8261,1706000"
"San Francisco,1,1830,2,1,56,2,2249,1327400"
"Chicago,2,2302,4,2,20,0,5764,629600"
"Indianapolis,3,1948,4,2,48,2,3138,277300"
"Phoenix,3,1776,1,1,44,1,3702,316400"
"Austin,2,2120,2,1,43,2,2685,581700"
"Austin,2,1613,3,1,43,2,2095,550400"
"Austin,2,2064,3,2,78,1,6596,719000"
"Seattle,2,2033,4,2,61,1,6166,778300"
"Austin,2,2292,4,3,32,0,4087,736800"
"Austin,2,1498,3,2,61,1,5577,473700"
"Denver,2,2362,3,2,11,1,7384,675600"
